dataset_id,premise,positive_hypothesis,negative_hypothesis,correct_polarity
35752,Premier League Asia Trophy (dříve FA Premier League Asia Cup) je předsezónní přátelský turnaj ve fotbale pořádaný každé dva roky v Asii.,Premier League Asia Trophy je společenská událost.,Premier League Asia Trophy je společenská událost.,N
90279,"Hunger Games je trilogie dystopických románů pro mládež od americké spisovatelky Suzanne Collinsové. Hladové hry (film). Jedná se o první díl filmové série The Hunger Games, který natočili Nina Jacobsonová a Jon Kilik, scénář napsali Ross, Collinsová a Billy Ray.",Hunger Games jsou filmovou trilogií.,Hunger Games nejsou filmovou trilogií.,P
204555,"Commodore (Spojené státy). Dnes již není hodností, ale nadále se používá jako čestný titul v rámci amerického námořnictva a pobřežní stráže USA pro ty vyšší kapitány (platová třída O-6), kteří velí operačním organizacím složeným z více samostatných podřízených námořních jednotek (např. více samostatných lodí nebo leteckých eskader). Komodor je námořní hodnost používaná v mnoha námořnictvech, která je vyšší než námořní kapitán, ale nižší než kontradmirál. Někdy se používá zkratka: ""Cdre"" v britském královském námořnictvu, ""CDRE"" v americkém námořnictvu, ""Cmdre"" v kanadském královském námořnictvu, ""COMO"" ve španělském námořnictvu a v některých španělsky mluvících námořnictvech nebo ""CMDE"", jak se používá v indickém námořnictvu nebo v některých jiných námořnictvech. Kontradmirál. V mnoha námořnictvech se označuje jako dvouhvězdičková hodnost (OF-7). To přetrvalo až do moderní doby, přičemž hodnost kontradmirála je v mnoha námořnictvech nejmladší z admirálských hodností.",V mnoha námořnictvech se používá označení komodor.,V mnoha námořnictvech se nepoužívá označení komodor.,P
100318,"Southern Hospitality (píseň). Píseň debutovala 20. ledna 2001 na 86. místě žebříčku Billboard Hot 100, 10. února 2001 se dostala do Top 40 na 38. místo a 24. března dosáhla vrcholu na 23. místě.",Southern Hospitality se 10. února 2007 dostala do Top 40 na 22. místo.,Southern Hospitality se 10. února 2007 nedostala do Top 40 na 22. místo.,N
7810,"Adobe Photoshop je editor rastrové grafiky vyvinutý a vydaný společností Adobe Systems pro systémy MacOS a Windows. Společnost Adobe Systems. Je známá především díky softwaru pro úpravu obrázků Photoshop, aplikaci Acrobat Reader, formátu Portable Document Format (PDF) a sadě Adobe Creative Suite a jejímu nástupci Adobe Creative Cloud.",Adobe Photoshop je součástí společnosti Adobe Systems.,Adobe Photoshop není součástí společnosti Adobe Systems.,P
160348,"Jarhead je americký životopisný válečný film z roku 2005 natočený podle stejnojmenných pamětí amerického mariňáka Anthonyho Swofforda z roku 2003 v režii Sama Mendese, v hlavních rolích s Jakem Gyllenhaalem v roli Swofforda a Jamiem Foxxem, Peterem Sarsgaardem a Chrisem Cooperem.",Film Jarhead byl natočen podle autobiografického románu Na cestě z roku 1957.,Film Jarhead nebyl natočen podle autobiografického románu Na cestě z roku 1957.,N
48755,"Marie Terezie Walburga Amálie Kristýna (Maria Theresia [maˈʁiːa teˈʁeːzi̯a] 13. května 1717 - 29. listopadu 1780) byla jedinou ženskou panovnicí habsburského panství a poslední z rodu Habsburků. Svou čtyřicetiletou vládu zahájila po smrti svého otce, císaře Karla VI. v říjnu 1740. Fridrich II. pruský (který se stal největším nepřítelem Marie Terezie po většinu její vlády) okamžitě napadl a zabral bohatou habsburskou provincii Slezsko v devítiletém konfliktu známém jako válka o rakouské dědictví.",Marie Terezie vládla 40 let.,Marie Terezie nevládla 40 let.,P
64770,"Downtown Phoenix je centrální obchodní čtvrť (CBD) města Phoenix v Arizoně ve Spojených státech. Phoenix ([ˈfiːnᵻks]) je hlavní a nejlidnatější město amerického státu Arizona. S 1 615 017 obyvateli je Phoenix pátým nejlidnatějším městem v celé zemi, nejlidnatějším hlavním městem státu USA a jediným hlavním městem státu s více než milionem obyvatel. Phoenix je navíc sídlem okresu Maricopa a se svou rozlohou 517,9 km2 (1 341 km2) je největším městem státu, více než dvakrát větším než Tucson a jedním z největších měst ve Spojených státech. Arizonská univerzita (University of Arizona, označovaná také jako U of A, UA nebo Arizona) je veřejná výzkumná univerzita v Tucsonu ve státě Arizona ve Spojených státech amerických.","Phoenix, Arizona je kanadská provincie.","Phoenix, Arizona není kanadská provincie.",N
185168,"Žiješ jenom dvakrát (1967) je pátý špionážní film ze série o Jamesi Bondovi a pátý, v němž Sean Connery ztvárnil fiktivního agenta MI6 Jamese Bonda. Žiješ jenom dvakrát je první bondovkou, kterou režíroval Lewis Gilbert, jenž později natočil film Špion, který mě miloval z roku 1977 a Moonraker z roku 1979, oba s Rogerem Moorem v hlavní roli.",Film Žiješ jenom dvakrát režíroval britský režisér mužského pohlaví.,Film nežiješ jenom dvakrát režíroval britský režisér mužského pohlaví.,P
5666,"Přelet nad kukaččím hnízdem (film). Tento film byl po filmu Stalo se jedné noci z roku 1934 druhým, který získal všech pět hlavních Oscarů (nejlepší film, herec v hlavní roli, herečka v hlavní roli, režie a scénář), což se podařilo až v roce 1991 filmu Mlčení jehňátek.",Film Přelet nad kukaččím hnízdem získal Oscara.,Film Přelet nad kukaččím hnízdem nezískal Oscara.,P
169316,"Hammer Film Productions. Od té doby produkovala několik filmů, například Let Me In (2010), The Resident (2011), The Woman in Black (2012) a The Quiet Ones (2014). Let Me In je americko-britský romantický horor z roku 2010, který napsal a režíroval Matt Reeves a v němž hrají Kodi Smit-McPhee, Chloë Grace Moretz, Elias Koteas a Richard Jenkins.",Film Let Me In vznikl v produkci Hammer Film Productions v roce 2011.,Film Let Me In nevznikl v produkci Hammer Film Productions v roce 2011.,N
108267,Airbus A380. Letoun A380 uskutečnil svůj první let 27. dubna 2005 a do komerčního provozu byl uveden 25. října 2007 u společnosti Singapore Airlines.,Dne 27. dubna 2005 uskutečnil Airbus A380 svůj první let.,Dne 27. dubna 2005 neuskutečnil Airbus A380 svůj první let.,P
6216,"Independent Spirit Awards. Předávání cen se koná ve stanu na pláži v Santa Monice v Kalifornii, obvykle den před udílením Oscarů (od roku 1999; původně v sobotu před).",Předávání cen Independent Spirit se koná v Santa Monice.,Předávání cen Independent Spirit se nekoná v Santa Monice.,P
178229,"Move (píseň Little Mix). Singl byl poprvé odvysílán ve Spojeném království 23. září 2013 a k digitálnímu stažení byl uvolněn 3. listopadu 2013, týden před vydáním skladby Salute v této zemi.",Move (píseň Little Mix) byl ve Spojeném království vydán v roce 2013.,Move (píseň Little Mix) nebyl ve Spojeném království vydán v roce 2013.,P
158322,"Veep je americký politický satirický komediální televizní seriál s Julií Louis-Dreyfusovou v hlavní roli, který měl premiéru na HBO 22. dubna 2012. Seriál Veep získal uznání kritiky a několik významných ocenění. Louis-Dreyfusová získala za svůj výkon pět po sobě jdoucích cen Primetime Emmy, dvě ceny Screen Actors Guild Award, dvě ceny Critics' Choice Television Awards a jednu cenu Television Critics Association Award.",Veep je úspěšnou osobností.,Veep není úspěšnou osobností.,N
217014,"Jab Tak Hai Jaan. Film byl chválen za režii, kameru a chemii mezi hlavními herci. Khan a Sharma byli chváleni za své výkony, i když předvídatelný děj filmu sklidil kritiku.",Jab Tak Hai Jaan byl chválen za kameru.,Jab Tak Hai Jaan nebyl chválen za kameru.,P
78055,"Victor Frankenstein je americký sci-fi fantasy horor z roku 2015, který vychází ze současné adaptace románu Mary Shelleyové Frankenstein z roku 1818.",Victor Frankenstein je americký film.,Victor Frankenstein není americký film.,P
23804,"Rádža Hindustání (v překladu: Indický král) je indický hindský filmový trhák z roku 1996, romantické drama režiséra Dharmeshe Darshana.",Rádža Hindustání je komediální film z roku 1996.,Rádža Hindustání není komediální film z roku 1996.,N
110209,"Emilia Isabelle Euphemia Rose Clarke (narozena 23. října 1986) je anglická herečka. Clarkeová na sebe upozornila v roce 2011 průlomovou rolí Daenerys Targaryen v seriálu HBO Hra o trůny, která jí získala uznání kritiky i diváků. Mimo jiné byla třikrát nominována na cenu Primetime Emmy za vynikající herečku ve vedlejší roli v dramatickém seriálu (2013, 2015-2016), čtyřikrát na Screen Actors Guild Awards (2012, 2014-2016) a dvakrát na Critics Choice Television Awards za nejlepší herečku ve vedlejší roli v dramatickém seriálu (2013, 2016). Známá je také díky hlavní roli Sarah Connorové ve sci-fi filmu Terminátor Genisys (2015) a roli Louisy Clarkové v romantickém snímku Me Before You (2016). T-3000 je fiktivní kyborg zabiják, sloužící jako hlavní antagonista ve filmu Terminátor Genisys, pátém pokračování série Terminátor, kterého ztvárnil Jason Clarke.",Emilia Clarke je aut.,Emilia Clarke není aut.,N
169916,"Japonská fotbalová reprezentace. Japonsko je jedním z nejúspěšnějších asijských týmů, který se kvalifikoval na posledních pět po sobě jdoucích mistrovství světa ve fotbale s postupem do druhého kola v letech 2002 a 2010 a rekordně čtyřikrát vyhrál Asijský pohár AFC v letech 1992, 2000, 2004 a 2011.",Japonská fotbalová reprezentace je jedním z nejúspěšnějších týmů na kontinentu.,Japonská fotbalová reprezentace není jedním z nejúspěšnějších týmů na kontinentu.,P
155173,Zachary David Alexander Efron (narozen 18. října 1987) je americký herec a zpěvák.,Prostřední jména Zaca Efrona jsou Emma a Suzanne.,Prostřední jména Zaca Efrona nejsou Emma a Suzanne.,N
164406,Carey Hayes (narozen 21. dubna 1961 v Portlandu ve státě Oregon) je americký scenárista a producent.,Carey Hayes se narodil v Dallasu ve státě Texas.,Carey Hayes se nenarodil v Dallasu ve státě Texas.,N
168931,"Boeing 767. Letoun byl zpočátku provozován na vnitrostátních a transkontinentálních linkách, během nichž prokázal spolehlivost své dvouproudové konstrukce. V 90. letech se letoun 767 stal nejčastěji používaným dopravním letadlem pro transatlantické lety mezi Severní Amerikou a Evropou.",Boeing 767 se používá pro mezinárodní lety.,Boeing 767 se nepoužívá pro mezinárodní lety.,P
192751,"Pořad The Colbert Report, který měl v americké kabelové televizi premiéru 17. října 2005, měl od svého vzniku, kdy pořad zavedl slovo ""pravdomluvnost"", obrovský kulturní dopad. The Colbert Report ([koʊlˈbɛr_rəˈpɔr]) je americký noční diskusní a zpravodajský satirický televizní pořad moderovaný Stephenem Colbertem, který se vysílal čtyři dny v týdnu na stanici Comedy Central od 17. října 2005 do 18. prosince 2014 v počtu 1 447 epizod. Pořad se natáčel a vysílal od pondělí do čtvrtka, přičemž v daném roce byly týdny na několika místech přerušeny kvůli přestávkám.",The Colbert Report se vysílal v pondělí.,The Colbert Report se nevysílal v pondělí.,P
194172,"Jeb Bush. Bush, který vyrostl v Houstonu, je druhým synem bývalého prezidenta George H. W. Bushe a bývalé první dámy Barbary Bushové a mladším bratrem bývalého prezidenta George W. Bushe. Tehdy se připojil k úspěšné kampani svého otce v prezidentských volbách.",Otcem Jeba Bushe je Barbara Bushová.,Otcem Jeba Bushe není Barbara Bushová.,N
195122,"Doprovodní vokalisté jsou zpěváci, kteří zajišťují vokální harmonii s hlavním zpěvákem nebo jinými doprovodnými vokalisty. V některých případech může doprovodný zpěvák zpívat sám jako předzpěv ke vstupu hlavního zpěváka nebo zpívat kontramelodii. V hardcore punku nebo rockabilly mohou ostatní členové kapely, kteří hrají na nástroje, zpívat nebo křičet doprovodné vokály během refrénového úseku (refrénu) písně.",Doprovodní vokalisté zpívají s dalšími doprovodnými vokalisty.,Doprovodní vokalisté nezpívají s dalšími doprovodnými vokalisty.,P
128720,Sezóna 2009-10 Toronto Raptors byla patnáctou sezónou kanadského klubu v Národní basketbalové asociaci (NBA). Sezóna 2010 - 11 Toronto Raptors je 16. sezónou kanadského klubu Toronto Raptors v Národní basketbalové asociaci (NBA). Christopher Wesson Bosh (narozen 24. března 1984) je americký profesionální basketbalista hrající za tým Miami Heat v Národní basketbalové asociaci (NBA).,Chris Bosh je schopen hrát v Národní basketbalové asociaci.,Chris Bosh není schopen hrát v Národní basketbalové asociaci.,P
45180,"Dopamin. V mozku funguje dopamin jako neurotransmiter - chemická látka uvolňovaná neurony (nervovými buňkami), která vysílá signály jiným nervovým buňkám. Tyto dráhy a skupiny buněk tvoří dopaminový systém, který je neuromodulační. Neuromodulace je fyziologický proces, při kterém daný neuron využívá jednu nebo více chemických látek k regulaci různých populací neuronů. Mezi hlavní neuromodulátory v centrálním nervovém systému patří dopamin, serotonin, acetylcholin, histamin a noradrenalin. V obou případech přenašeč působí na lokální postsynaptické receptory, ale v případě neuromodulace jsou receptory typicky receptory spřažené s G-proteinem, zatímco v případě klasické chemické neurotransmise jsou to ligandem řízené iontové kanály.",Dopamin způsobuje neuromodulaci.,Dopamin nezpůsobuje neuromodulaci.,P
